Amount (INR),Payment Mode,To/Received By,Sender A/C,Receiver A/C,Sender Location,Receiver Location,Transaction Date,Transaction Time,isFraud
666.39,Wallet,Rent Transfer,ACC123456,ACC353301,"Ahmedabad, Gujarat, 380001","Hyderabad, Telangana, 500001",2/20/2025,10:14,0
2367.31,IMPS,School Fees,ACC123456,ACC372567,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",5/29/2025,12:28,1
5993.66,UPI,PhonePe,ACC123456,ACC849943,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",5/16/2025,19:57,0
674.08,UPI,Big Bazaar,ACC123456,ACC649292,"Ahmedabad, Gujarat, 380001","Lucknow, Uttar Pradesh, 226001",10/23/2024,22:41,0
3386.95,IMPS,Amazon India,ACC123456,ACC902666,"Bengaluru, Karnataka, 560001","Bengaluru, Karnataka, 560001",3/25/2024,3:01,0
163.9,Unknown,Amazon India,ACC123456,ACC810771,"Hyderabad, Telangana, 500001","Jaipur, Rajasthan, 302001",1/30/2024,6:20,0
1594.9,UPI,Paytm Wallet,ACC123456,ACC449101,"Ahmedabad, Gujarat, 380001","
",1/11/2024,6:52,1
196.32,IMPS,Electricity Board,ACC123456,ACC336270,"Pune, Maharashtra, 411001","Jaipur, Rajasthan, 302001",10/8/2024,0:04,0
5487.2,UPI,Reliance Fresh,ACC123456,ACC850271,"Delhi, Delhi, 110001","Kolkata, West Bengal, 700001",5/8/2024,5:45,0
2957.87,Unknown,Swiggy,ACC123456,ACC949395,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",3/13/2024,15:20,0
2195.6,NEFT,Medical Store,ACC123456,ACC598325,"Lucknow, Uttar Pradesh, 226001","Kolkata, West Bengal, 700001",9/30/2023,1:04,0
3523.37,Wallet,Local Kirana,ACC123456,ACC746087,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",12/24/2024,15:01,0
2135.52,NEFT,Rent Transfer,ACC123456,ACC730192,"Ahmedabad, Gujarat, 380001","Kolkata, West Bengal, 700001",2/28/2023,17:29,0
6993.95,Unknown,Electricity Board,ACC123456,ACC658875,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",4/1/2025,18:50,0
2553.23,Cash Deposit,PhonePe,ACC123456,ACC254526,"Chennai, Tamil Nadu, 600001","Ahmedabad, Gujarat, 380001",2/18/2023,2:02,1
5221.45,Wallet,PhonePe,ACC123456,ACC388264,"Chennai, Tamil Nadu, 600001","
",1/2/2023,19:44,1
1506.02,NEFT,Rent Transfer,ACC123456,ACC432670,"Mumbai, Maharashtra, 400001","Jaipur, Rajasthan, 302001",11/22/2024,22:50,0
299.01,Unknown,Local Kirana,ACC123456,ACC402752,"Delhi, Delhi, 110001","
",6/23/2024,10:50,0
1552.31,Wallet,LIC Insurance,ACC123456,ACC919168,"Kolkata, West Bengal, 700001","
",4/13/2023,0:58,0
321.35,Card,Amazon India,ACC123456,ACC585897,"Jaipur, Rajasthan, 302001","Delhi, Delhi, 110001",4/28/2025,6:55,1
1845.4,IMPS,LIC Insurance,ACC123456,ACC184655,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",5/2/2025,2:48,0
1367.46,IMPS,Local Kirana,ACC123456,ACC674560,"Pune, Maharashtra, 411001","Mumbai, Maharashtra, 400001",1/13/2025,18:07,0
1998.77,Wallet,Airtel,ACC123456,ACC935976,"Lucknow, Uttar Pradesh, 226001","Chennai, Tamil Nadu, 600001",5/13/2025,2:02,1
70.2,NEFT,Swiggy,ACC123456,ACC699603,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",8/23/2023,5:35,0
483.43,Card,SBI,ACC123456,ACC470199,"Jaipur, Rajasthan, 302001","Mumbai, Maharashtra, 400001",3/2/2025,4:58,1
1401.91,IMPS,Jio,ACC123456,ACC625232,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",5/30/2023,3:04,0
6061.71,Wallet,Ola,ACC123456,ACC890893,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",5/24/2025,9:50,0
1017.75,Wallet,Jio,ACC123456,ACC386938,"Bengaluru, Karnataka, 560001","Mumbai, Maharashtra, 400001",1/26/2025,5:57,0
1154.59,UPI,Rent Transfer,ACC123456,ACC792055,"Chennai, Tamil Nadu, 600001","Jaipur, Rajasthan, 302001",6/21/2024,1:21,0
2558.4,Cash Deposit,PhonePe,ACC123456,ACC810196,"Bengaluru, Karnataka, 560001","Mumbai, Maharashtra, 400001",5/26/2023,8:41,0
1901.64,Wallet,IRCTC,ACC123456,ACC128605,"Bengaluru, Karnataka, 560001","Bengaluru, Karnataka, 560001",4/29/2023,21:29,0
760.28,Cash Deposit,Rent Transfer,ACC123456,ACC247862,"Delhi, Delhi, 110001","Jaipur, Rajasthan, 302001",7/18/2023,4:00,0
1108.03,Wallet,Local Kirana,ACC123456,ACC850055,"Bengaluru, Karnataka, 560001","
",8/29/2023,3:49,1
541.03,Wallet,Reliance Fresh,ACC123456,ACC527473,"Chennai, Tamil Nadu, 600001","Delhi, Delhi, 110001",6/21/2023,5:32,0
6814.05,IMPS,Ola,ACC123456,ACC467129,"Hyderabad, Telangana, 500001","
",2/14/2023,9:39,0
329.98,NEFT,Zomato,ACC123456,ACC564564,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",2/14/2025,13:11,0
979.91,NEFT,Big Bazaar,ACC123456,ACC237050,"Chennai, Tamil Nadu, 600001","Kolkata, West Bengal, 700001",9/4/2024,2:58,0
102.36,NEFT,HDFC Bank,ACC123456,ACC836414,"Jaipur, Rajasthan, 302001","Mumbai, Maharashtra, 400001",4/21/2025,19:20,0
551.49,UPI,Jio,ACC123456,ACC440025,"Chennai, Tamil Nadu, 600001","Ahmedabad, Gujarat, 380001",12/19/2023,14:29,0
3082.54,NEFT,Electricity Board,ACC123456,ACC247224,"Mumbai, Maharashtra, 400001","Bengaluru, Karnataka, 560001",9/18/2023,5:29,0
499.23,IMPS,IRCTC,ACC123456,ACC313354,"Ahmedabad, Gujarat, 380001","Bengaluru, Karnataka, 560001",5/30/2023,5:51,0
216.9,Wallet,Reliance Fresh,ACC123456,ACC597672,"Lucknow, Uttar Pradesh, 226001","Jaipur, Rajasthan, 302001",10/24/2023,4:31,0
1336.63,UPI,PhonePe,ACC123456,ACC258128,"Chennai, Tamil Nadu, 600001","Pune, Maharashtra, 411001",10/5/2024,8:41,0
70.03999999999999,Unknown,Ola,ACC123456,ACC795987,"Delhi, Delhi, 110001","Mumbai, Maharashtra, 400001",8/28/2023,12:26,1
227.15,UPI,Zomato,ACC123456,ACC734535,"Pune, Maharashtra, 411001","Delhi, Delhi, 110001",7/20/2024,5:13,0
3346.63,Card,Swiggy,ACC123456,ACC192964,"Pune, Maharashtra, 411001","Bengaluru, Karnataka, 560001",12/24/2023,12:26,1
3002.2,Card,Amazon India,ACC123456,ACC678100,"Mumbai, Maharashtra, 400001","Chennai, Tamil Nadu, 600001",11/17/2024,11:19,0
4983.48,Unknown,Amazon India,ACC123456,ACC779480,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",7/14/2024,0:07,0
3905.37,UPI,Airtel,ACC123456,ACC520258,"Hyderabad, Telangana, 500001","Lucknow, Uttar Pradesh, 226001",1/10/2024,21:29,0
2348.81,NEFT,School Fees,ACC123456,ACC682376,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",3/22/2023,11:47,0
157.5,NEFT,Medical Store,ACC123456,ACC440716,"Delhi, Delhi, 110001","Pune, Maharashtra, 411001",9/7/2023,19:17,0
3104.32,NEFT,School Fees,ACC123456,ACC392131,"Ahmedabad, Gujarat, 380001","Ahmedabad, Gujarat, 380001",12/12/2023,1:36,1
3785.26,Wallet,IRCTC,ACC123456,ACC448838,"Mumbai, Maharashtra, 400001","
",1/13/2024,14:52,0
3259.72,UPI,Amazon India,ACC123456,ACC551247,"Mumbai, Maharashtra, 400001","Lucknow, Uttar Pradesh, 226001",2/9/2023,20:38,0
1470.5,NEFT,LIC Insurance,ACC123456,ACC554186,"Hyderabad, Telangana, 500001","Mumbai, Maharashtra, 400001",10/29/2023,7:00,0
580.28,Wallet,Flipkart,ACC123456,ACC228187,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",1/20/2024,10:25,1
3782.92,Card,Airtel,ACC123456,ACC318419,"Pune, Maharashtra, 411001","Delhi, Delhi, 110001",1/9/2023,20:33,0
2647.76,UPI,IRCTC,ACC123456,ACC548577,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",3/3/2024,23:14,1
7951.65,NEFT,Local Kirana,ACC123456,ACC776280,"Delhi, Delhi, 110001","
",4/14/2024,10:14,0
388.48,IMPS,Flipkart,ACC123456,ACC556595,"Delhi, Delhi, 110001","Mumbai, Maharashtra, 400001",5/20/2025,5:27,0
561.5,Cash Deposit,Amazon India,ACC123456,ACC825036,"Jaipur, Rajasthan, 302001","Jaipur, Rajasthan, 302001",3/31/2025,8:46,0
526.0,NEFT,Swiggy,ACC123456,ACC891180,"Pune, Maharashtra, 411001","Delhi, Delhi, 110001",6/12/2025,23:04,0
3195.63,Cash Deposit,Amazon India,ACC123456,ACC780295,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",6/29/2024,9:42,0
463.82,Card,Paytm Wallet,ACC123456,ACC857232,"Mumbai, Maharashtra, 400001","Hyderabad, Telangana, 500001",3/26/2025,16:37,0
187.97,UPI,Big Bazaar,ACC123456,ACC174559,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",7/31/2024,17:37,0
13137.34,Card,Swiggy,ACC123456,ACC336322,"Chennai, Tamil Nadu, 600001","
",1/15/2025,20:17,0
100.25999999999999,NEFT,Ola,ACC123456,ACC649667,"Hyderabad, Telangana, 500001","Kolkata, West Bengal, 700001",2/14/2024,3:07,1
3656.58,UPI,Flipkart,ACC123456,ACC535926,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",1/16/2024,6:36,0
959.42,Unknown,LIC Insurance,ACC123456,ACC797080,"Hyderabad, Telangana, 500001","Delhi, Delhi, 110001",1/25/2024,12:59,0
3735.46,Unknown,Reliance Fresh,ACC123456,ACC817843,"Pune, Maharashtra, 411001","Bengaluru, Karnataka, 560001",8/3/2024,10:51,1
1667.66,Unknown,Ola,ACC123456,ACC311328,"Bengaluru, Karnataka, 560001","Jaipur, Rajasthan, 302001",12/21/2023,23:22,0
4688.06,IMPS,Jio,ACC123456,ACC630605,"Mumbai, Maharashtra, 400001","Ahmedabad, Gujarat, 380001",12/10/2024,6:29,0
5262.6,Wallet,IRCTC,ACC123456,ACC852358,"Mumbai, Maharashtra, 400001","Hyderabad, Telangana, 500001",11/15/2023,11:33,0
68.28,Wallet,LIC Insurance,ACC123456,ACC101697,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",3/6/2023,14:22,0
206.81,Card,IRCTC,ACC123456,ACC746273,"Pune, Maharashtra, 411001","Ahmedabad, Gujarat, 380001",5/26/2023,9:53,1
626.32,Card,School Fees,ACC123456,ACC787865,"Mumbai, Maharashtra, 400001","Ahmedabad, Gujarat, 380001",8/16/2024,9:19,0
2263.18,Wallet,Paytm Wallet,ACC123456,ACC711208,"Ahmedabad, Gujarat, 380001","Lucknow, Uttar Pradesh, 226001",8/25/2023,10:43,0
4433.38,Card,SBI,ACC123456,ACC229732,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",7/5/2024,5:21,0
1282.16,Unknown,Flipkart,ACC123456,ACC198400,"Jaipur, Rajasthan, 302001","Mumbai, Maharashtra, 400001",7/23/2023,21:49,0
1917.75,NEFT,Reliance Fresh,ACC123456,ACC196768,"Bengaluru, Karnataka, 560001","
",10/21/2024,19:39,0
467.74,IMPS,Reliance Fresh,ACC123456,ACC858570,"Chennai, Tamil Nadu, 600001","Hyderabad, Telangana, 500001",11/13/2024,22:30,1
3319.17,NEFT,Jio,ACC123456,ACC226169,"Ahmedabad, Gujarat, 380001","Hyderabad, Telangana, 500001",2/18/2023,22:37,0
6892.48,Unknown,SBI,ACC123456,ACC244627,"Jaipur, Rajasthan, 302001","Ahmedabad, Gujarat, 380001",9/22/2024,18:06,0
675.59,Unknown,Amazon India,ACC123456,ACC344963,"Jaipur, Rajasthan, 302001","Delhi, Delhi, 110001",12/4/2023,18:55,0
1415.7,NEFT,Reliance Fresh,ACC123456,ACC829491,"Hyderabad, Telangana, 500001","Bengaluru, Karnataka, 560001",7/30/2023,3:49,0
230.1,NEFT,Jio,ACC123456,ACC732239,"Lucknow, Uttar Pradesh, 226001","Pune, Maharashtra, 411001",11/16/2023,0:10,0
1688.04,UPI,Amazon India,ACC123456,ACC670131,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",1/3/2025,22:42,0
1447.46,Unknown,Electricity Board,ACC123456,ACC247635,"Bengaluru, Karnataka, 560001","Bengaluru, Karnataka, 560001",12/2/2024,11:47,0
361.99,Cash Deposit,Big Bazaar,ACC123456,ACC122510,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",4/18/2025,11:25,1
1217.03,Unknown,LIC Insurance,ACC123456,ACC615342,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",6/11/2024,14:05,1
863.25,Cash Deposit,Rent Transfer,ACC123456,ACC363427,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",11/12/2023,6:01,0
1525.58,Unknown,Swiggy,ACC123456,ACC542750,"Ahmedabad, Gujarat, 380001","Chennai, Tamil Nadu, 600001",4/25/2024,9:07,1
1812.11,Cash Deposit,Reliance Fresh,ACC123456,ACC869635,"Delhi, Delhi, 110001","Delhi, Delhi, 110001",8/4/2023,3:25,0
67.06,UPI,Big Bazaar,ACC123456,ACC835617,"Pune, Maharashtra, 411001","Ahmedabad, Gujarat, 380001",7/21/2023,1:21,0
2912.63,Cash Deposit,Airtel,ACC123456,ACC917297,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",3/1/2023,5:52,0
2546.65,Cash Deposit,Ola,ACC123456,ACC260261,"Jaipur, Rajasthan, 302001","Ahmedabad, Gujarat, 380001",3/12/2024,1:59,0
962.32,Unknown,SBI,ACC123456,ACC230602,"Mumbai, Maharashtra, 400001","Hyderabad, Telangana, 500001",3/12/2024,2:03,0
158.78,IMPS,Reliance Fresh,ACC123456,ACC996319,"Pune, Maharashtra, 411001","Hyderabad, Telangana, 500001",1/30/2024,8:31,0
2862.44,NEFT,HDFC Bank,ACC123456,ACC505435,"Chennai, Tamil Nadu, 600001","
",11/21/2024,8:12,0
6259.99,IMPS,Swiggy,ACC123456,ACC297000,"Hyderabad, Telangana, 500001","Ahmedabad, Gujarat, 380001",2/21/2023,0:00,0
599.27,IMPS,Amazon India,ACC123456,ACC997229,"Ahmedabad, Gujarat, 380001","Lucknow, Uttar Pradesh, 226001",2/1/2024,20:13,0
831.72,IMPS,School Fees,ACC123456,ACC605802,"Hyderabad, Telangana, 500001","Jaipur, Rajasthan, 302001",10/18/2024,4:30,0
456.22,NEFT,Rent Transfer,ACC123456,ACC660860,"Delhi, Delhi, 110001","Kolkata, West Bengal, 700001",7/1/2024,15:56,1
1770.46,NEFT,Reliance Fresh,ACC123456,ACC623438,"Delhi, Delhi, 110001","Delhi, Delhi, 110001",3/17/2023,14:47,0
386.46,Wallet,Ola,ACC123456,ACC282887,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",3/17/2024,22:28,0
930.72,Cash Deposit,Amazon India,ACC123456,ACC771326,"Bengaluru, Karnataka, 560001","Mumbai, Maharashtra, 400001",9/3/2024,2:21,0
2438.13,IMPS,PhonePe,ACC123456,ACC457334,"Lucknow, Uttar Pradesh, 226001","Lucknow, Uttar Pradesh, 226001",3/26/2025,12:55,1
1692.49,UPI,Local Kirana,ACC123456,ACC801625,"Pune, Maharashtra, 411001","Lucknow, Uttar Pradesh, 226001",7/31/2023,2:54,0
1027.03,UPI,Airtel,ACC123456,ACC137255,"Pune, Maharashtra, 411001","Lucknow, Uttar Pradesh, 226001",9/3/2023,10:08,0
1140.32,UPI,Flipkart,ACC123456,ACC114762,"Bengaluru, Karnataka, 560001","Pune, Maharashtra, 411001",12/17/2023,19:15,0
1701.58,Wallet,SBI,ACC123456,ACC219003,"Lucknow, Uttar Pradesh, 226001","Hyderabad, Telangana, 500001",11/25/2023,13:48,0
61.76,Unknown,Jio,ACC123456,ACC496407,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",4/23/2023,14:10,0
213.53,UPI,Jio,ACC123456,ACC251506,"Pune, Maharashtra, 411001","Ahmedabad, Gujarat, 380001",6/26/2023,17:05,0
4311.61,Card,Swiggy,ACC123456,ACC201996,"Mumbai, Maharashtra, 400001","
",7/12/2023,6:18,0
212.16,Unknown,Flipkart,ACC123456,ACC593069,"Jaipur, Rajasthan, 302001","Jaipur, Rajasthan, 302001",6/1/2024,14:20,0
2503.83,Unknown,Swiggy,ACC123456,ACC653576,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",12/26/2024,8:34,0
5102.41,IMPS,Flipkart,ACC123456,ACC217684,"Lucknow, Uttar Pradesh, 226001","Jaipur, Rajasthan, 302001",7/1/2023,3:48,1
681.3,Cash Deposit,Jio,ACC123456,ACC201641,"Chennai, Tamil Nadu, 600001","
",3/8/2025,11:03,1
975.63,NEFT,Jio,ACC123456,ACC116288,"Chennai, Tamil Nadu, 600001","Jaipur, Rajasthan, 302001",1/24/2024,11:03,0
1732.93,Unknown,Reliance Fresh,ACC123456,ACC418850,"Jaipur, Rajasthan, 302001","Kolkata, West Bengal, 700001",7/30/2024,13:44,0
4319.21,IMPS,Flipkart,ACC123456,ACC879448,"Ahmedabad, Gujarat, 380001","Chennai, Tamil Nadu, 600001",3/22/2023,7:19,0
5741.37,Cash Deposit,Electricity Board,ACC123456,ACC956474,"Delhi, Delhi, 110001","
",3/10/2024,11:49,1
2740.79,Card,PhonePe,ACC123456,ACC281254,"Jaipur, Rajasthan, 302001","Pune, Maharashtra, 411001",3/7/2024,5:45,0
231.21,Wallet,Flipkart,ACC123456,ACC967160,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",8/27/2023,6:24,0
2262.21,Unknown,Flipkart,ACC123456,ACC109440,"Chennai, Tamil Nadu, 600001","Lucknow, Uttar Pradesh, 226001",2/4/2023,23:57,0
1106.3,IMPS,HDFC Bank,ACC123456,ACC237963,"Ahmedabad, Gujarat, 380001","Lucknow, Uttar Pradesh, 226001",2/6/2025,3:33,0
1322.4,Unknown,LIC Insurance,ACC123456,ACC801856,"Chennai, Tamil Nadu, 600001","
",9/29/2024,23:15,0
150.79000000000002,UPI,Rent Transfer,ACC123456,ACC351466,"Delhi, Delhi, 110001","Chennai, Tamil Nadu, 600001",7/22/2023,21:46,0
474.07,UPI,LIC Insurance,ACC123456,ACC414888,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",2/11/2024,12:18,0
3176.19,Unknown,SBI,ACC123456,ACC294560,"Lucknow, Uttar Pradesh, 226001","Mumbai, Maharashtra, 400001",5/1/2024,16:50,0
1260.12,Unknown,PhonePe,ACC123456,ACC861725,"Lucknow, Uttar Pradesh, 226001","Delhi, Delhi, 110001",11/8/2023,11:54,0
768.1,Unknown,Flipkart,ACC123456,ACC367659,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",3/29/2023,3:18,0
1019.08,NEFT,Airtel,ACC123456,ACC540949,"Delhi, Delhi, 110001","Jaipur, Rajasthan, 302001",6/7/2025,19:03,0
3903.78,IMPS,Big Bazaar,ACC123456,ACC443194,"Hyderabad, Telangana, 500001","Pune, Maharashtra, 411001",4/9/2023,0:34,0
2814.6,UPI,IRCTC,ACC123456,ACC732855,"Ahmedabad, Gujarat, 380001","Jaipur, Rajasthan, 302001",6/13/2024,12:25,0
685.78,Wallet,Paytm Wallet,ACC123456,ACC626275,"Kolkata, West Bengal, 700001","
",8/23/2023,5:24,0
300.0,Cash Deposit,LIC Insurance,ACC123456,ACC422944,"Mumbai, Maharashtra, 400001","Hyderabad, Telangana, 500001",9/25/2023,3:06,0
630.7,Card,LIC Insurance,ACC123456,ACC666462,"Mumbai, Maharashtra, 400001","Lucknow, Uttar Pradesh, 226001",4/5/2025,7:13,0
5120.46,UPI,Zomato,ACC123456,ACC179121,"Mumbai, Maharashtra, 400001","Chennai, Tamil Nadu, 600001",3/23/2024,1:15,0
1792.58,Unknown,Zomato,ACC123456,ACC781497,"Delhi, Delhi, 110001","
",7/6/2024,8:50,0
1574.91,Unknown,Zomato,ACC123456,ACC516478,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",2/25/2023,9:49,0
1864.63,IMPS,Reliance Fresh,ACC123456,ACC292765,"Delhi, Delhi, 110001","Hyderabad, Telangana, 500001",12/12/2024,18:28,0
961.5,Wallet,Amazon India,ACC123456,ACC602582,"Pune, Maharashtra, 411001","Pune, Maharashtra, 411001",11/4/2023,20:20,0
3341.24,NEFT,HDFC Bank,ACC123456,ACC452484,"Delhi, Delhi, 110001","Pune, Maharashtra, 411001",1/28/2025,6:59,0
1531.68,IMPS,IRCTC,ACC123456,ACC858570,"Hyderabad, Telangana, 500001","Kolkata, West Bengal, 700001",12/31/2024,11:15,0
298.28999999999996,NEFT,Big Bazaar,ACC123456,ACC399056,"Lucknow, Uttar Pradesh, 226001","Pune, Maharashtra, 411001",8/13/2024,1:19,0
326.38,UPI,Ola,ACC123456,ACC384996,"Delhi, Delhi, 110001","Jaipur, Rajasthan, 302001",4/6/2024,1:13,1
1589.45,Cash Deposit,Big Bazaar,ACC123456,ACC483288,"Ahmedabad, Gujarat, 380001","Bengaluru, Karnataka, 560001",8/11/2023,2:13,0
5565.64,Unknown,Amazon India,ACC123456,ACC481379,"Chennai, Tamil Nadu, 600001","Jaipur, Rajasthan, 302001",3/26/2024,3:51,0
787.36,Wallet,Medical Store,ACC123456,ACC540819,"Delhi, Delhi, 110001","Chennai, Tamil Nadu, 600001",3/13/2025,15:38,0
4123.4,Unknown,Swiggy,ACC123456,ACC344754,"Hyderabad, Telangana, 500001","Hyderabad, Telangana, 500001",4/11/2023,1:52,0
2938.66,Card,Flipkart,ACC123456,ACC273103,"Bengaluru, Karnataka, 560001","Lucknow, Uttar Pradesh, 226001",12/26/2024,10:57,1
619.54,Wallet,Jio,ACC123456,ACC877546,"Ahmedabad, Gujarat, 380001","Jaipur, Rajasthan, 302001",8/4/2024,13:15,1
124.04,Card,HDFC Bank,ACC123456,ACC176306,"Chennai, Tamil Nadu, 600001","Kolkata, West Bengal, 700001",2/3/2024,2:39,1
264.83000000000004,Unknown,Jio,ACC123456,ACC349189,"Jaipur, Rajasthan, 302001","Ahmedabad, Gujarat, 380001",6/25/2023,15:05,0
2657.54,Wallet,LIC Insurance,ACC123456,ACC216385,"Lucknow, Uttar Pradesh, 226001","Ahmedabad, Gujarat, 380001",3/8/2025,16:27,0
495.46,UPI,IRCTC,ACC123456,ACC970808,"Mumbai, Maharashtra, 400001","Chennai, Tamil Nadu, 600001",4/18/2024,3:43,1
978.11,Wallet,School Fees,ACC123456,ACC407547,"Hyderabad, Telangana, 500001","Kolkata, West Bengal, 700001",8/7/2024,6:54,0
1443.1,UPI,PhonePe,ACC123456,ACC704422,"Jaipur, Rajasthan, 302001","Chennai, Tamil Nadu, 600001",1/2/2023,21:55,0
2635.38,Wallet,Ola,ACC123456,ACC174823,"Bengaluru, Karnataka, 560001","Jaipur, Rajasthan, 302001",3/25/2024,18:55,0
290.34000000000003,Card,HDFC Bank,ACC123456,ACC308710,"Bengaluru, Karnataka, 560001","Chennai, Tamil Nadu, 600001",6/1/2024,9:12,0
1092.99,NEFT,Electricity Board,ACC123456,ACC295456,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",3/12/2025,9:27,1
1377.46,Cash Deposit,Zomato,ACC123456,ACC904006,"Hyderabad, Telangana, 500001","Lucknow, Uttar Pradesh, 226001",11/5/2024,17:26,0
1606.66,Unknown,Swiggy,ACC123456,ACC985102,"Chennai, Tamil Nadu, 600001","Kolkata, West Bengal, 700001",12/28/2024,6:44,0
3461.46,Card,Zomato,ACC123456,ACC429811,"Jaipur, Rajasthan, 302001","Delhi, Delhi, 110001",5/29/2025,12:32,1
426.71,Unknown,IRCTC,ACC123456,ACC500839,"Mumbai, Maharashtra, 400001","Chennai, Tamil Nadu, 600001",6/28/2024,11:50,0
3348.76,Cash Deposit,Flipkart,ACC123456,ACC298006,"Mumbai, Maharashtra, 400001","Bengaluru, Karnataka, 560001",1/5/2023,18:09,0
2411.02,Wallet,Swiggy,ACC123456,ACC957005,"Lucknow, Uttar Pradesh, 226001","Lucknow, Uttar Pradesh, 226001",8/16/2023,4:09,0
1673.28,Wallet,SBI,ACC123456,ACC869966,"Delhi, Delhi, 110001","Hyderabad, Telangana, 500001",6/17/2023,13:25,1
2454.8,Card,SBI,ACC123456,ACC919907,"Chennai, Tamil Nadu, 600001","Pune, Maharashtra, 411001",1/14/2024,23:41,0
1112.12,Card,School Fees,ACC123456,ACC853125,"Hyderabad, Telangana, 500001","Hyderabad, Telangana, 500001",11/6/2024,13:27,0
347.92,UPI,HDFC Bank,ACC123456,ACC793465,"Jaipur, Rajasthan, 302001","
",7/26/2023,17:09,1
2241.82,IMPS,LIC Insurance,ACC123456,ACC699965,"Kolkata, West Bengal, 700001","
",5/28/2023,8:20,0
1537.5,UPI,Rent Transfer,ACC123456,ACC606277,"Delhi, Delhi, 110001","Jaipur, Rajasthan, 302001",4/15/2024,20:37,0
2089.83,IMPS,Medical Store,ACC123456,ACC248186,"Pune, Maharashtra, 411001","Jaipur, Rajasthan, 302001",6/13/2025,20:14,0
874.98,IMPS,IRCTC,ACC123456,ACC632945,"Pune, Maharashtra, 411001","Bengaluru, Karnataka, 560001",6/23/2024,14:52,0
4797.44,IMPS,IRCTC,ACC123456,ACC708488,"Hyderabad, Telangana, 500001","Delhi, Delhi, 110001",6/3/2023,11:32,0
1820.41,Wallet,IRCTC,ACC123456,ACC865837,"Delhi, Delhi, 110001","Ahmedabad, Gujarat, 380001",12/23/2023,5:47,1
228.54,Cash Deposit,LIC Insurance,ACC123456,ACC619891,"Hyderabad, Telangana, 500001","Jaipur, Rajasthan, 302001",9/22/2024,7:30,1
1244.96,Wallet,Electricity Board,ACC123456,ACC758702,"Delhi, Delhi, 110001","Kolkata, West Bengal, 700001",9/10/2024,16:01,0
2874.09,IMPS,HDFC Bank,ACC123456,ACC948339,"Pune, Maharashtra, 411001","Bengaluru, Karnataka, 560001",10/24/2023,5:38,0
3211.07,UPI,PhonePe,ACC123456,ACC891967,"Lucknow, Uttar Pradesh, 226001","Ahmedabad, Gujarat, 380001",4/19/2024,4:46,0
1414.8,Unknown,Reliance Fresh,ACC123456,ACC106366,"Delhi, Delhi, 110001","
",4/5/2024,12:28,1
4552.79,Wallet,Paytm Wallet,ACC123456,ACC545809,"Pune, Maharashtra, 411001","Kolkata, West Bengal, 700001",5/8/2024,2:34,0
673.04,IMPS,LIC Insurance,ACC123456,ACC678743,"Hyderabad, Telangana, 500001","Chennai, Tamil Nadu, 600001",9/29/2023,13:32,0
1107.3,IMPS,Zomato,ACC123456,ACC171180,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",8/9/2023,22:31,0
4627.3,Unknown,Reliance Fresh,ACC123456,ACC153561,"Bengaluru, Karnataka, 560001","Ahmedabad, Gujarat, 380001",5/1/2023,1:45,0
4581.67,Card,HDFC Bank,ACC123456,ACC340528,"Pune, Maharashtra, 411001","Ahmedabad, Gujarat, 380001",12/25/2023,3:33,0
